"day","time_start","time_end","origin_sta","destination_sta","load"
weekday,00:00,01:00,62000001,50000001,3341.360294
weekday,00:00,01:00,50000001,62000001,2090.599917
weekday,00:00,01:00,62000001,50000002,4411.678615
weekday,00:00,01:00,50000002,62000001,1980.504721
weekday,00:00,01:00,62000001,50000003,1777.812225
weekday,00:00,01:00,50000003,62000001,2159.313378
weekday,00:00,01:00,62000001,50000004,4156.238929
weekday,00:00,01:00,50000004,62000001,2941.227856
weekday,00:00,01:00,62000001,50000005,3439.694405
weekday,00:00,01:00,50000005,62000001,2663.387840
weekday,00:00,01:00,62000001,50000006,3125.898534
weekday,00:00,01:00,50000006,62000001,3009.449653
weekday,00:00,01:00,62000001,50000007,3129.728804
weekday,00:00,01:00,50000007,62000001,3591.245474
weekday,00:00,01:00,62000001,50000008,2772.815843
weekday,00:00,01:00,50000008,62000001,2164.475340
weekday,00:00,01:00,62000001,50000009,4190.070894
weekday,00:00,01:00,50000009,62000001,3429.647859
weekday,00:00,01:00,62000002,50000001,2437.444116
weekday,00:00,01:00,50000001,62000002,2111.001531
weekday,00:00,01:00,62000002,50000002,1879.746182
weekday,00:00,01:00,50000002,62000002,5258.197796
weekday,00:00,01:00,62000002,50000003,3108.245045
weekday,00:00,01:00,50000003,62000002,2347.718910
weekday,00:00,01:00,62000002,50000004,5680.670822
weekday,00:00,01:00,50000004,62000002,1966.968702
weekday,00:00,01:00,62000002,50000005,1781.614806
weekday,00:00,01:00,50000005,62000002,5542.947649
weekday,00:00,01:00,62000002,50000006,3398.302246
weekday,00:00,01:00,50000006,62000002,3545.998910
weekday,00:00,01:00,62000002,50000007,3953.545174
weekday,00:00,01:00,50000007,62000002,4091.446181
weekday,00:00,01:00,62000002,50000008,2268.266389
weekday,00:00,01:00,50000008,62000002,1918.391150
weekday,00:00,01:00,62000002,50000009,3650.211733
weekday,00:00,01:00,50000009,62000002,4708.153712
weekday,00:00,01:00,62000003,50000001,3996.602631
weekday,00:00,01:00,50000001,62000003,3081.296938
weekday,00:00,01:00,62000003,50000002,3539.493716
weekday,00:00,01:00,50000002,62000003,4141.164952
weekday,00:00,01:00,62000003,50000003,3223.451436
weekday,00:00,01:00,50000003,62000003,4017.839454
weekday,00:00,01:00,62000003,50000004,2562.969915
weekday,00:00,01:00,50000004,62000003,2705.306627
weekday,00:00,01:00,62000003,50000005,1942.770558
weekday,00:00,01:00,50000005,62000003,2464.344775
weekday,00:00,01:00,62000003,50000006,2132.496216
weekday,00:00,01:00,50000006,62000003,3795.682568
weekday,00:00,01:00,62000003,50000007,2234.746715
weekday,00:00,01:00,50000007,62000003,4448.574025
weekday,00:00,01:00,62000003,50000008,2842.573441
weekday,00:00,01:00,50000008,62000003,3014.388266
weekday,00:00,01:00,62000003,50000009,3087.071450
weekday,00:00,01:00,50000009,62000003,2548.897459
weekday,00:00,01:00,62000004,50000001,2081.055814
weekday,00:00,01:00,50000001,62000004,4336.559427
weekday,00:00,01:00,62000004,50000002,2497.723967
weekday,00:00,01:00,50000002,62000004,2686.779458
weekday,00:00,01:00,62000004,50000003,1857.441216
weekday,00:00,01:00,50000003,62000004,4593.413183
weekday,00:00,01:00,62000004,50000004,3880.095852
weekday,00:00,01:00,50000004,62000004,2701.015404
weekday,00:00,01:00,62000004,50000005,1936.404138
weekday,00:00,01:00,50000005,62000004,5971.270898
weekday,00:00,01:00,62000004,50000006,2517.177453
weekday,00:00,01:00,50000006,62000004,3221.594119
weekday,00:00,01:00,62000004,50000007,1942.814922
weekday,00:00,01:00,50000007,62000004,3067.902428
weekday,00:00,01:00,62000004,50000008,2186.302939
weekday,00:00,01:00,50000008,62000004,4186.477756
weekday,00:00,01:00,62000004,50000009,3483.673911
weekday,00:00,01:00,50000009,62000004,4102.395420
weekday,00:00,01:00,62000005,50000001,1894.448439
weekday,00:00,01:00,50000001,62000005,1797.182641
weekday,00:00,01:00,62000005,50000002,1805.738657
weekday,00:00,01:00,50000002,62000005,2435.170201
weekday,00:00,01:00,62000005,50000003,3314.196232
weekday,00:00,01:00,50000003,62000005,3858.728450
weekday,00:00,01:00,62000005,50000004,2830.476123
weekday,00:00,01:00,50000004,62000005,3096.565661
weekday,00:00,01:00,62000005,50000005,2782.431642
weekday,00:00,01:00,50000005,62000005,4634.804326
weekday,00:00,01:00,62000005,50000006,3096.535462
weekday,00:00,01:00,50000006,62000005,3111.572471
weekday,00:00,01:00,62000005,50000007,3093.929937
weekday,00:00,01:00,50000007,62000005,2449.366615
weekday,00:00,01:00,62000005,50000008,2428.070970
weekday,00:00,01:00,50000008,62000005,2833.605385
weekday,00:00,01:00,62000005,50000009,2511.484370
weekday,00:00,01:00,50000009,62000005,4471.076753
weekday,00:00,01:00,62000001,62000001,19463.553494
weekday,00:00,01:00,62000002,62000002,29111.778029
weekday,00:00,01:00,62000003,62000003,30434.318987
weekday,00:00,01:00,62000004,62000004,38263.717881
weekday,00:00,01:00,62000005,62000005,30709.760669
weekday,00:00,01:00,50000001,50000001,26113.270841
weekday,00:00,01:00,50000002,50000002,23411.564008
weekday,00:00,01:00,50000003,50000003,22083.132779
weekday,00:00,01:00,50000004,50000004,31478.367392
weekday,00:00,01:00,50000005,50000005,16385.160061
weekday,00:00,01:00,50000006,50000006,23365.112191
weekday,00:00,01:00,50000007,50000007,22485.230829
weekday,00:00,01:00,50000008,50000008,24159.691685
weekday,00:00,01:00,50000009,50000009,23441.341154
weekday,01:00,02:00,62000001,50000001,3437.316203
weekday,01:00,02:00,50000001,62000001,3126.315241
weekday,01:00,02:00,62000001,50000002,2164.782494
weekday,01:00,02:00,50000002,62000001,4918.146193
weekday,01:00,02:00,62000001,50000003,3880.707380
weekday,01:00,02:00,50000003,62000001,2536.152798
weekday,01:00,02:00,62000001,50000004,2367.717373
weekday,01:00,02:00,50000004,62000001,2751.658976
weekday,01:00,02:00,62000001,50000005,2203.194047
weekday,01:00,02:00,50000005,62000001,3050.647413
weekday,01:00,02:00,62000001,50000006,3429.883399
weekday,01:00,02:00,50000006,62000001,4826.332784
weekday,01:00,02:00,62000001,50000007,2210.186766
weekday,01:00,02:00,50000007,62000001,2276.751114
weekday,01:00,02:00,62000001,50000008,2246.400835
weekday,01:00,02:00,50000008,62000001,4171.790122
weekday,01:00,02:00,62000001,50000009,5070.394947
weekday,01:00,02:00,50000009,62000001,2182.735428
weekday,01:00,02:00,62000002,50000001,4331.114516
weekday,01:00,02:00,50000001,62000002,4008.518076
weekday,01:00,02:00,62000002,50000002,5946.273636
weekday,01:00,02:00,50000002,62000002,2497.421360
weekday,01:00,02:00,62000002,50000003,3309.254063
weekday,01:00,02:00,50000003,62000002,5054.780153
weekday,01:00,02:00,62000002,50000004,2629.856553
weekday,01:00,02:00,50000004,62000002,4210.804671
